title,company,location,link,job_description
Data Engineer,Loudoun County School District,"Hybrid remote in Ashburn, VA 20148",https://www.indeed.com/rc/clk?jk=0a61e42c703e7bb9&fccid=5eef5771ce4fadb1&vjs=3,"Position Overview The Data Engineer is a member of the Data Science & Digital Solutions team and is responsible for providing technical support for the big data environment. The Data Engineer is available to assist the Data Architects to provide production databases that offer the highest reliability and performance possible. The Data Engineer is challenged to work with data base architecture, data intergrations and system operations to help achieve a state-of-the-art environment that meets current and future needs. The Data Engineer will work with various groups within Digital Innovation to provide technical guidance during all phases of the development process. Roles and Responsibilities Supports data-operations for LCPS production applications Works with the team to design, build, maintain and administer database environments; works with multiple large clustered and non-clustered environments Ensures optimal performance of the database environment; identifies, troubleshoots and resolves issues Is the subject matter expert for projects and initiatives that require data integrations Assembles large, complex data sets that meet business requirements Maintains high quality documentation that follows all phases of the development cycle Develops and maintains databases, tables, stored procedures, views and other database objects within SQL Server Builds the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL or other technology Develops and maintains SSIS packages Builds clean logic to support LCPS reporting and analytic tools Works cross-functionally with other departments to understand and document requirements for new or changed data processes Remains current with emerging technologies and suggests adoption of new products or processes when appropriate Continues to learn and stay current on all aspects of SQL Server Qualifications Bachelor’s Degree in Information Technology Microsoft Certified SQL Server DBA or Developer preferred Strong understanding of database structures, theories, principles, and practices SQL Knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases. Experience with data management and data processing flowcharting techniques Knowledge of reporting and query tools and practices; experience with SSRS or Qlik a plus Technical documentation skills Self-motivated and directed, with keen attention to detail Able to prioritize and execute tasks in a high-pressure environment Good interpersonal, written, and oral communication skills Physical Requirements While performing the duties of this job, the employee is regularly talking, expressing or exchanging ideas by means of the spoken word. The employee must convey detailed or important spoken instructions to other workers accurately, loudly, or quickly. The employee must possess normal cognitive abilities including the ability to learn, recall and apply certain practices and policies. Frequently sitting and/or remaining in a stationary position for long periods of time. Exerting up to 25 pounds of force occasionally and/or negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects. Telework Disclosure Employees who perform the responsibilities of the above position have been identified as having the potential to telework. Telework is defined as completing one's duties and responsibilities at a site other than one's assigned duty location. In order to be eligible for telework privileges, an employee must have demonstrated consistent, positive performance and have the support and approval of their direct supervisor. In addition, these employees must have reliable high-speed internet and a designated workspace that allows them privacy while completing sensitive and confidential work. Employees who are non-exempt and are teleworking will work their required scheduled hours and gain approval from their supervisor if they work more than 8 hours a day or more than 40 hours in a workweek. Teleworking privileges can be amended, changed, or revoked based upon the performance of the employee, as well as the needs of Loudoun County Public Schools. FLSA Status: Exempt Months/Days/Hours: 12 months, 248 days, 8 hours per day Reports to: Supervisor, Data Science & Digital Solutions Telework Eligible: Yes"
Data Engineer II,Pacific Life,"Remote in Newport Beach, CA 92660",https://www.indeed.com/rc/clk?jk=82d97d1240836e76&fccid=97bfb79867bd9b23&vjs=3,"Job Description: Pacific Life is investing in bright, agile and diverse talent to contribute to our mission of innovating our business and creating a superior customer experience. We’re actively seeking a talented Data Engineer to join our Data Management Team in Newport Beach, CA; This role can be on-site or 100% remote. As a Data Engineer, you’ll play a key role in Pacific Life’s growth and long-term success by designing and building data pipelines for the RSD Cloud data platform. You will fill a new role that sits on a team of 7 people in the Retirement Solutions division. Your colleagues will include Data Architects and Data Engineers. How you will make an impact: Work with business systems analyst to understand the business requirements for the projects in data management team Build automated data pipelines for the division's cloud based data platform Work using new tools and technologies to integrate data from various sources and formats and make it available for various needs/use cases /downstream applications including BI reports and dashboards The experience you will bring: 2+ years of experience as a Data Engineer SQL (complex queries) and Python are required from school or prior work experience. Proficient in ETL/ELT is preferred but not required Strong communication, team work and interpersonal skills BS Degree: IT, Computer Science, Data Science, Statistics or equivalent experience What will make you stand out: Experience with Snowflake, Matillion , Power BI or Tableau Angle and Scrum experience Data Engineer Certificate from AWS/Google/Azure You belong at Pacific Life At Pacific Life we are committed to a culture of belonging, a space where all employees are empowered to be authentic. One way we cultivate an inclusive culture is through our employee connection groups. The purpose of these employee- led groups is to offer a place to build community, connection, camaraderie, and a sense of belonging. Each group can be active in education, advocacy, recruitment, and community building throughout our organization. Learn more about our employee connection groups at https://www.pacificlife.com/home/corporate-responsibility/diversity-equity-inclusion.html . Want to learn more about life at Pacific Life? Take an inside look at our company culture: Instagram.com/ lifeatpacificlife . #LI-DD1 #LI-Remote How We Help You Succeed: We’re fostering a culture of shared values across our company by providing generous compensation and comprehensive benefits that allow our employees to find fulfillment and security in personal life and career alike. These include: Competitive Salary and Benefits Work-Life Balance & Flexible Scheduling Medical, dental, and vision as part our commitment to investing in the health and wellbeing of our employees Two retirement savings plans: 401k savings plan with company match and Company Retirement Contribution (company-paid) Generous PTO and holiday pay Warm Colleagues & Inspiring Culture EEO Statement: Pacific Life Insurance Company is an Equal Opportunity /Affirmative Action Employer, M/F/D/V. If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or access our career center as a result of your disability. To request an accommodation, contact a Human Resources Representative at Pacific Life Insurance Company."
Data Center Engineer (Infrastructure Operations),Henry Ford Health System,"Rochester Hills, MI 48307",https://www.indeed.com/rc/clk?jk=cae18bb37b2b0ca9&fccid=fcee73a6346b7a5b&vjs=3,"As a Data Center Engineer this position will be responsible for performing a wide range of complex technical work within the primary data center as well as smaller remote computer rooms, MDFs, and IDFs throughout the organization. He or she will follow standard procedures to perform duties related to data center cabling, server installation and decommission, and basic power/cooling configuration and maintenance. They will also perform routine data center maintenance including room and cabinet cleanings, server migration and consolidation. This position may include off shift hours, weekends, and holidays and some travel between HFHS locations. PRINCIPAL DUTIES AND RESPONSIBILITIES: Implement changes, moves, adds, decommissions, or updates in IT rooms Process visitors to the Data Center to safeguard the integrity of data/equipment Review and approve changes to the environment following established Change Management standards and practices Maintain inventory of spare computer parts and network cables Create/print cable labels for supporting IT teams Create formal recommendations for process improvements Writes, maintains, and publishes operational documentation Other duties as required to maintain the HFHS Data Center complex REQUIRED JOB REQUIREMENTS: High School Diploma or GED required 5+ years of IT experience Ability to occasionally work nights, weekends, and holidays Prepared to work at multiple HFHS facilities as needed PREFERRED JOB REQUIREMENTS: Associates Degree (IT related field) Extensive knowledge of all types of IT equipment Cable management best practices including use of tracing devices Equipment rack layout/design/assembly/configuration Configure and code devices such as PDUs, CRACs, and ATS IT equipment installation and decommission Proficient in MS Office products including VISIO ITIL certification Overview Under the leadership of President and CEO Wright L. Lassiter, III, Henry Ford Health is a $6 billion integrated health system comprised of six hospitals, a health plan, and 250+ sites including medical centers, walk-in and urgent care clinics, pharmacy, eye care facilities and other healthcare retail. Established in 1915 by auto industry pioneer Henry Ford, the health system now has 32,000 employees and remains home to the 1,900-member Henry Ford Medical Group, one of the nation’s oldest physician groups. An additional 2,200 physicians are also affiliated with the health system through the Henry Ford Physician Network. Henry Ford is also one of the region’s major academic medical centers, receiving between $90-$100 million in annual research funding and remaining Michigan’s fourth largest NIH-funded institution. Also an active participant in medical education and training, the health system has trained nearly 40% of physicians currently practicing in the state and also provides education and training for other health professionals including nurses, pharmacists, radiology and respiratory technicians. visit HenryFord.com. Benefits Whether it's offering a new medical option, helping you make healthier lifestyle choices or making the employee enrollment selection experience easier, it's all about choice. Henry Ford Health has a new approach for its employee benefits program - My Choice Rewards. My Choice Rewards is a program as diverse as the people it serves. There are dozens of options for all of our employees including compensation, benefits, work/life balance and learning - options that enhance your career and add value to your personal life. As an employee you are provided access to Retirement Programs, an Employee Assistance Program (Henry Ford Enhanced), Tuition Reimbursement, Paid Time Off, Employee Health and Wellness, and a whole host of other benefits and services. Employee's classified as contingent status are not eligible for benefits. Equal Employment Opportunity/Affirmative Action Employer Equal Employment Opportunity / Affirmative Action Employer Henry Ford Health is committed to the hiring, advancement and fair treatment of all individuals without regard to race, color, creed, religion, age, sex, national origin, disability, veteran status, size, height, weight, marital status, family status, gender identity, sexual orientation, and genetic information, or any other protected status in accordance with applicable federal and state laws."
Data Engineer,KUBRA,"Phoenix, AZ+1 location",https://www.indeed.com/rc/clk?jk=5bc0ed37c9d0a5fc&fccid=e9b27079d156f5be&vjs=3,"Overview: KUBRA is in growth mode and currently seeking a Data Engineer to join our Data Analytics Team! As a Data Engineer, you will be working on designing and maintaining our data Infrastructure and ETL processes under the direction of the Team Lead, or Senior Data Engineer. The best part? You will also get the opportunity to collaborate with an amazing BI Analysts team to provide BI Analysis as a secondary focus! KUBRA's hiring efforts will continue during the COVID-19 pandemic. Any face-to-face stages of our interview process will be virtual via video conference. What you get to do every day: Design, build, and maintain data infrastructure, ETL processes, and data pipelines Assist the BI Analyst to manage client reporting requirements. Build Data models and assist the BI Analyst to offer data driven insights. Foster an environment that emphasizes trust, open communication, creative thinking, and cohesive team effort. Migrate on-premise data systems to AWS cloud and maintain existing SSIS packages. Design data models and automate manual processes. Maintain SQL Server and AWS data infrastructure. Work with the product Technical Writer to create technical documentation related to data infrastructure and processes. What kind of person should you be?: Excellent written and verbal communication skills and an ability to maintain a high degree of professionalism in all client communications. Ability to influence others, build relationships, manage conflicts, and handle negotiations. Excellent organization, time management, problem-solving, and analytical skills. Proactive mindset and ability to work independently in a fast-paced environment focused on results. Ability to handle pressure. What skills do you need?: Minimum of 3 to 4 years of cloud experience on any of the major cloud platforms preferably AWS. Hands on Knowledge of Data Modeling, Warehousing and BI Reporting Tools Demonstrable experience with one or more of SQL, R, Python, Spark, or Kafka. Preferable to have experience with one or more of BI tools, Databricks, Snowflake/Redshift, DBT. Experience with handling streaming data is an asset. What can you expect from us?: Award-winning culture that fosters growth, diversity and inclusion for all Paid day off for your birthday Access to LinkedIn learning courses Continued education with our education reimbursement program Flexible schedules Two paid days for volunteer opportunities Well-Being Days! KUBRA is a fast-growing company that delivers customer communications solutions to some of the largest utility, insurance, and government entities across North America. KUBRA offers billing and payments, mapping, mobile apps, proactive communications, and artificial intelligence solutions for customers. With more than 1.5 billion customer interactions annually, KUBRA services reach over 40% of households in the U.S. and Canada. KUBRA is an operating subsidiary of Hearst. Our office is small enough to allow creative individuals to flourish, yet large enough to provide long-term stability. We place a tremendous amount of responsibility on our team members to be productive, focused and self-motivated. We offer a casual work environment, competitive compensation and a stellar benefits program. KUBRA is an equal opportunity employer dedicated to building an inclusive and diverse workforce. We will provide accommodations during the recruitment process upon request by emailing the recruitment-team@kubra.com. Information received relating to accommodation will be addressed confidentially. We thank all applicants for their interest; however, only candidates under consideration will be contacted."
Senior Data Research Engineer - SPG,Apple,"Cupertino, CA+1 location",https://www.indeed.com/rc/clk?jk=7f75563dbcd4bc10&fccid=c1099851e9794854&vjs=3,"Summary Posted: May 5, 2022 Role Number: 200376285 The Autonomous System’s Perception Data team is in search of a curious and innovative team player who is passionate about data and all its facets and its importance for advancing Machine Learning. Our data team is responsible for all aspects of generating massive multimodal datasets. Join Apple and help us leave the world better than we found it! Data is vastly becoming one of the most important, if not the most important, area of focus for improving ML performance. The Autonomous System’s Sense Data team’s purpose is to increase the quality, variety, and usefulness of data available to our models. We are responsible for acquiring, processing, annotating and managing the data for our project. People in our team directly work with ML researchers and engineers, as well as other teams (Infrastructure, Operations, etc) to make sure we are always delivering value and keeping our models improving. Key Qualifications Strong software engineering skills, including being fluent in Python. Attention to detail and creative problem-solving: Do you dig into the data to troubleshoot a problem? Interest and / or experience in data engineering and data pipelines. You have 2+ years of hands-on experience building reliable, scalable Data Pipelines with Python in a scalable cloud environment (AWS, etc). Familiarity with some of the following: Postgres, Presto, REST API development, Spark, cloud development, numpy, pandas, to name a few. Strong technical communication (both written and verbal), prioritization, and time management skills. Strong interpersonal skills to work both with your team and others. Experience with data quality assessment and monitoring a plus. Experience with human annotation / labeling a plus. Description You will be a core contributor on the development of our annotation data pipeline, as well as spearheading innovative approaches to improving different aspects of our data. You will work closely with other teams to understand their needs and propose ways to address them, translating them into data products, workflows and services. Example responsibilities include: • Build and improve scalable and robust data pipelines. • Move annotation capabilities toward a self-service paradigm. • Integrate services with existing visualization and exploration tools. • Experiment with the performance gains when using different hypotheses in annotation tasks. • Automatically assess quality of annotations based on models. Education & Experience Additional Requirements"
Data Engineer,Go2Andaman,"New York, NY",https://www.indeed.com/rc/clk?jk=d10a19e7cb3c0d0e&fccid=b1af618c86e7cee6&vjs=3,"About Us: We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft. We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide. About The Role: Since the launch of Notion, the company has been on a mission to make toolmaking ubiquitous - from wikis to documents, notes, tasks, databases, etc. A strong product intuition and focus on users have helped the company achieve adoption across businesses of all sizes. Today, millions of users rely on Notion's building blocks to get their work done. As Notion continues to grow quickly, there is a unique opportunity to build the foundations of data and help the product and company reach their full potential. This is where you come in — to design and build reliable, trusted and timely datasets that accelerate the decision-making process of key product and business functions. You will have a strong impact on the roadmap and the growth trajectory of the company. What You'll Achieve: You'll define the processes and ETL infrastructure to transform and make data readily available across the company You'll build core datasets to serve as unique sources of truth for product and business functions (product, marketing, sales, finance, customer experience, data science, business operations, IT, engineering) You'll partner with data scientists and other internal stakeholders to understand their needs and then design, build and monitor pipelines that meet today's requirements but can gracefully scale with our growing data size You'll implement automated workflows that lower manual/operational cost for stakeholders, define and uphold SLAs for timely delivery of data, move the company closer to democratizing data and a self-serve model (query exploration, dashboards, data catalog, data discovery) Skills You'll Need to Bring: You are a self-starter and continuously gather and synthesize high-impact needs from business partners, design and implementing the appropriate technical solutions, and effectively communicating about deliverables, timelines and tradeoffs You've spent 3+ years as a data engineer building core datasets and supporting business verticals as needed. You are passionate about analytics use cases, data models and solving complex data problems You have hands-on experience shipping scalable data solutions in the cloud (e.g AWS, GCP, Azure), across multiple data stores (e.g Snowflake, Redshift, Hive, SQL/NoSQL, columnar storage formats) and methodologies (e.g dimensional modeling, data marts, star/snowflake schemas) You are an SQL expert. You intimately understand aggregation functions, window functions, UDFs, self-joins, partitioning and clustering approaches to run correct and highly-performant queries You are highly comfortable with object-oriented programming paradigms (e.g Python, Java, Scala) Nice to Haves: You have worked at a fast-growing start-up, a SaaS company or are eager to contribute in such an environment (being a current Notion user would be great!) You have hands-on experience in designing and building highly scalable and reliable data pipelines using BigData stack (e.g Airflow, DBT, Spark, Hive, Parquet/ORC, Protobuf/Thrift, etc) Our customers come from all walks of life and so do we. We hire great people from a wide variety of backgrounds, not just because it's the right thing to do, but because it makes our company stronger. If you share our values and our enthusiasm for small businesses, you will find a home at Notion. Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation made due to a disability, please let your recruiter know."
Data Engineer,Lippert,"Elkhart, IN 46514",https://www.indeed.com/rc/clk?jk=7f29dc76e461a78c&fccid=1176ae707a2cad83&vjs=3,"Overview: Who We Are: Lippert is a leading, global manufacturer and supplier of highly engineered products and customized solutions, dedicated to shaping, growing and bettering the RV, marine, automotive, commercial vehicle and building products industries. We combine our strategic manufacturing capabilities with the power of our winning team culture to deliver unrivaled customer service, award-winning innovation, and premium products to all of our customers. Why We are Different: At Lippert, Everyone Matters. This is not just a tagline or empty promise; it is who we are. We have intentionally created a culture that values and celebrates our team members’ unique and varied backgrounds, perspectives, and experiences. We strive to give our team members a deeper sense of purpose at work, and we continue to build a better work environment by aligning our cultural and business strategies with the needs of our team members. What You will Get: A unique, inclusive and supportive company culture. Comprehensive benefit offerings including medical, dental, vision, 401k with employer match, vacation, and more! Fair and competitive compensation. Career development and mentoring and opportunities to grow. Holiday, personal and vacation days. Summary/Objective The Data Engineer documents, supports, and automates the cloud data warehouse for Lippert Components. The candidate should have experience with ELT/ETL and dimensional modeling. The candidate must be able to work in a dynamic and rapidly expanding environment. Essential Functions Create data pipelines Create data models using a star or snowflake architecture Perform hands-on coaching to peers Excellence in communication as a liaison with vendors and other Data Services personnel to resolve issues Strong desire to document and automate common tasks Document key responsibilities Act as support escalation Troubleshoot problems and quickly resolve issues Supervisory Responsibility This position has no supervisory responsibility. Physical Demands While performing the duties of this job, the employee is regularly required to stand, walk, use hands to handle, feel, or reach. This position is not very active when it comes to movement and requires a lot of typing and sitting in a chair. Position Type/Expected Hours of Work This is a full-time salary position and the expected work hours are 40 hours per week, Monday through Friday. Travel There is minimal to no travel with this position. Competencies You're compassionate and trustworthy, and set high standards You're not afraid to ask questions and you are open to constructive criticism You're self-driven and take ownership of your work You're enthusiastic and adapt to change well Ability to communicate (written and verbal) clearly, concisely and effectively Requirements At least 2 years of experience building ELT or ETL pipelines At least 2 years of experience with SQL At least 2 years of experience with dimensional modeling Public cloud experience (AWS, Microsoft Azure) Strong customer-facing written and oral communication skills Experience troubleshooting and configuring data pipelines Manages daily requests from business operations Customer service based - An ability to be flexible and use different approaches in different situations Excellent communication - Being able to convey information to other employees clearly and simply Strong technical writing ability Strong attention to detail 3+ years of experience in an enterprise IT environment Multiple office locations - some travel may be required What'll Make you Special Experience with cloud data warehouses Experience with Dynamics365 for Finance and Operations or DynamicsAX Experience with Kimball or Immon data warehouse architecture Experience with PowerBI Experience with Azure DevOps Experience with Databricks Work Authorization/Security Clearance Must be able to pass EVerify. Possession of a valid driver’s license Other Duties Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice. Pay Group : AAP/EEO Statement: Lippert provides equal employment opportunity to all team members and applicants without regard to race, color, religion, sex, sexual orientation, gender identity, pregnancy, national origin, ancestry, age, genetic information, disability, citizen status, veteran status, military service, marital status or any other legally protected category as established by federal, state, or local law. This policy governs all employment decisions, including recruitment, hiring, job assignment, compensation, training, promotion, discipline, transfer, leave-of-absence, access to benefits, layoff, recall, termination and other personnel matters. All employment and personnel-related decisions are based solely upon legitimate, job-related factors, such as skill, ability, past performance, and length of service with Lippert. Lippert’s strong commitment to equal employment opportunity requires a commitment by each individual team member. Compliance with the letter and spirit of this policy is required of all team members. Violations of this policy should be immediately reported to your leader or to any member of leadership. Team members who violate this policy will be subject to disciplinary action, up to and including termination of employment."
Senior Data Engineer,Federal Reserve Bank of Richmond,"Richmond, VA 23219 (Central Office area)",https://www.indeed.com/rc/clk?jk=d6d4d15800b01b13&fccid=43edc7b6bca2ac93&vjs=3,"Company Federal Reserve Bank of Richmond When you join the Federal Reserve—the nation's central bank—you’ll play a key role, collaborating with leading tech professionals to strengthen and protect our economic, financial and payments systems. We dedicate more than $1 billion to technology each year to support the Federal Reserve and our economy, and we’re building a dynamic and diverse team for our future. Bring your passion and expertise, and we’ll provide the opportunities that will challenge you and propel your growth—along with a wide range of benefits and perks that support your health, wealth, and life. In addition to competitive compensation, we offer a comprehensive benefits package that includes tuition assistance, generous paid time off, top-notch health care benefits, child and family care leave, professional development opportunities, a 401(k) match, pension, and more. All brought together in a flexible work environment where you can truly find balance. About the Opportunity The Enterprise Data Services has an immediate opening for a Data Engineer position reporting to Manager-IT-Technology. The Federal Reserve System’s provides a Cloudera Data Analytics environment for business lines in the Federal Reserve System. We work with state-of-the-art technologies that are part of the next generation data ecosystem, which includes services used for data storage, processing, integration, and data analytics. A high-level goal of this position is to manage and administer the infrastructure for the product environment. Ensure integration of current on-prem solution can migration to a Cloud-based solution for Data Analytics. As a Data Engineer, you will be accountable for availability and management of the enterprise environment that meets business needs. As part of the National IT team, our Data Analytics team works with multiple business lines and IT groups from Federal Reserve System districts. You will have an opportunity to showcase your critical thinking and technical skills across many disciplines and across the Federal Reserve System. This role will be instrumental in shaping the direction of enterprise data. What You Will Do: Provide Day-to-day support to a large Cloudera Data Analytics Environment Execute environmental Security processes and procedures es to ensure proper provisioning occurs Provide standard ITIL framework activities around Change, Incident, Problem, Release Management and Security Engage in Agile ceremonies that manage the workload of the environment Participate in a 24x7 on-call rotation as needed Provide insight and expertise to planning events Provide guidance on business solution development in the data space and cloud technologies Work independently with minimal supervision Qualifications: Bachelor’s degree in Computer Science, Management Information Systems, Computer Engineering preferred, or related field or equivalent work experience Hands-on experience with Cloudera, Hadoop, Horton Works, Impala, Yarn, Kafka Seven or more years of experience in administering data analytics/linux/unix based, large-scale solutions in an enterprise Must have a strong background or demonstrate sufficient knowledge of networking and security Hands on experience in one or more languages such as Python, Shell Scripting, etc. Strong background in data structures, networking, performance, and scalability. Experience with Agile methodologies and able to work in an Agile manner is preferred Other Requirements and Considerations: A requirement of this position is that the employee must be fully vaccinated against COVID-19; individuals who are unable to be vaccinated due to a medical condition or sincerely held religious belief may request an accommodation from the Bank. Candidates should review the Bank’s Employee Code of Conduct to ensure compliance with conflict of interest rules and personal investment restrictions. If you need assistance or an accommodation due to a disability, please notify rich.recruitment@rich.frb.org. Sponsorship is not available for this role. The selected candidate will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Eligibility for this specific position requires U.S. Citizenship or three or more years of Permanent Resident (Green Card) status The hiring range is 116,280 – 150,000 annually. For candidates outside of Richmond, VA, listing hiring salary ranges may be adjusted based on your geographic location. Discover the Reason Why So Many People Love It Here! A requirement of this position is that the employee must be fully vaccinated against COVID-19; individuals who are unable to be vaccinated due to a medical condition or sincerely held religious belief may request an accommodation from the Bank When you join Federal Reserve’s National IT organization, not only will you find a challenging and purposeful career, you’ll also have access to a wide range of benefits and perks that support your health and wealth, including: Great medical benefits Pension and 401(k) with employer match Generous paid time off Tuition reimbursement Employee resource networks Paid volunteer leave Flexible work options Onsite amenities that make working here fun The Federal Reserve Bank of Richmond provides equal opportunity to all individuals without regard to race, sex, color, religion, gender identity or expression, sexual orientation, national origin, age, disability, or genetic information. Full Time / Part Time Full time Regular / Temporary Regular Job Exempt (Yes / No) Yes Job Category Information Technology Work Shift First (United States of America) The Federal Reserve Banks believe that diversity and inclusion among our employees is critical to our success as an organization, and we seek to recruit, develop and retain the most talented people from a diverse candidate pool. The Federal Reserve Banks are committed to equal employment opportunity for employees and job applicants in compliance with applicable law and to an environment where employees are valued for their differences. Privacy Notice"
Data Center Civil Engineer,Google,"New York, NY (Chelsea area)",https://www.indeed.com/rc/clk?jk=5fa04960fab798a7&fccid=a5b4499d9e91a5c6&vjs=3,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Reston, VA, USA; Sunnyvale, CA, USA. Minimum qualifications: Bachelor's degree in Civil Engineering or equivalent practical experience 10 years of experience in civil or site engineering 5 years of experience with data centers or construction Preferred qualifications: Master's degree Engineer license Knowledge of site layout, grading, drainage, infrastructure, erosion, and sediment control Knowledge of civil engineering principles, practices, and related technical areas Knowledge of water/wastewater design, hydraulic modeling, and industry construction means and methods Ability to work in a team/collaborative environment, and communicate technical issues effectively in written and verbal forms About the job Our thirst for technology is a part of everything we do. The Data Center Engineering team takes the physical design of our data centers into the future. Our lab mirrors a research and development department - cutting-edge strategies are born, tested and tested again. Along with a team of great minds, you take on complex topics like how we use power or how to run state-of-the-art, environmentally-friendly facilities. You're a visionary who optimizes for efficiencies and never stops seeking improvements - even small changes that can make a huge impact. You generate ideas, communicate recommendations to senior-level executives and drive implementation alongside facilities technicians. With your technical expertise, you ensure compliance with codes and standards, develop infrastructure improvements and serve as an expert in your specialty (e.g., cooling, electrical). Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible. Responsibilities Provide civil engineering expertise for design-related activities in connection with data center sites or projects. Serve as our in-house consultant, advisor, and authorized representative through all phases of projects. Provide engineering guidance and reviews of civil engineering works associated with site layout and data center building design. Help develop civil engineering guidelines and direction for design standards. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form."
Data Engineer,Royal Bank of Canada,"Raleigh, NC 27617 (Central area)",https://www.indeed.com/rc/clk?jk=ab0ac5c515563757&fccid=537b899e30af3338&vjs=3,"Come Work with Us! At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose. Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity. Job Title Data Engineer Job Description Employer Website Job Posting Data Engineer, RBC Bank (Georgia), National Association, Raleigh, NC: Design and develop software applications and process to support data collection, data transport, data storage, data architecture, and data quality. Leverage data modelling, data APIs, ETL data tools, and database systems to improve data quality, create pipelines for aggregation, dissemination, and enrichment of data for data science, data analysis, and reporting. Help establish tools to aggregate, cleanse, transform and ingest data from various sources. Enrich and disseminate data to environments to be modelled and analyzed. Assist migration of existing data aggregation ETL techniques to new data pipelines. Operationalize streaming data flows and setup streaming data processors. Setup pipeline tools for scalability and monitoring. Collaborate with data scientists to prototype and operationalize machine learning models. Full time employment, Monday – Friday, 40 hours per week. MINIMUM REQUIREMENTS: Master’s degree in Computer Science, Information Technology, Computer Engineering, or a related field, and 1 year of experience designing and developing software applications and processes to support data management. Must also have 1 year of experience in each of the following: Utilizing Apache Kafka and Kafka Connect to setup data pipelines; Utilizing Java or Python; Running and optimizing SQL queries on MS SQL server and MySQL/MariaDB; Utilizing NoSQL database, including MongoDB, Cassandra, or HBase; Producing and consuming REST services; Utilizing CI/CD tools, including Jenkins, UCD, or Ansible Utilizing Git repositories GitHub or BitBucket BI reporting using Tableau; Bash scripting; and Utilizing Kubernetes or Docker. Up to 15% international and domestic travel required. TO APPLY: Please click “Apply Now” Button Job Summary Address: Raleigh, North Carolina, United States of America City: USA-NC-RALEIGH Country: United States of America Work hours/week: 40 Employment Type: Platform: Personal and Commercial Banking Job Type: Regular Pay Type: Salaried Posted Date: 2022-04-29-07:00 Application Deadline: 2022-07-12-07:00 Inclusion and Equal Opportunity Employment At RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities. We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process. Join our Talent Community Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you. Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers."
